ticket_id,title,description,category,priority,resolution_hint,language,source,title_clean,description_clean,text
TRX-1017,Pas d'accès Internet sur le poste En télétravail uniquement.,Plus de navigation web ni ping 8.8.8.8 depuis ce matin. Sur site le problème n'apparaît pas.,network,high,"Vérifier câble/Wi-Fi, DHCP, proxy Tritux.",fr,synthetic_tritux_v1,pas d accès internet sur le poste en télétravail uniquement.,plus de navigation web ni ping 8.8.8.8 depuis ce matin. sur site le problème n apparaît pas.,pas d accès internet sur le poste en télétravail uniquement. plus de navigation web ni ping 8.8.8.8 depuis ce matin. sur site le problème n apparaît pas.
TRX-1220,PC ne démarre plus Depuis la dernière mise à jour Windows.,"Écran noir au power on, ventilateurs tournent. Aucun changement matériel de mon côté.",hardware,high,"Tester RAM/écran externe, atelier.",fr,synthetic_tritux_v1,pc ne démarre plus depuis la dernière mise à jour windows.,écran noir au power on ventilateurs tournent. aucun changement matériel de mon côté.,pc ne démarre plus depuis la dernière mise à jour windows. écran noir au power on ventilateurs tournent. aucun changement matériel de mon côté.
TRX-1424,Erreur OneNote sync,Bloc-notes ne se synchronise plus. Occurrence #3.,software,low,Repair OneNote / Sign-out.,fr,synthetic_tritux_v1,erreur onenote sync,bloc-notes ne se synchronise plus. occurrence 3.,erreur onenote sync bloc-notes ne se synchronise plus. occurrence 3.
TRX-1328,Signature email à mettre à jour Depuis la dernière mise à jour Windows.,Nouvelle signature corporate manquante. Aucun changement matériel de mon côté.,email,low,Déployer signature centralisée.,fr,synthetic_tritux_v1,signature email à mettre à jour depuis la dernière mise à jour windows.,nouvelle signature corporate manquante. aucun changement matériel de mon côté.,signature email à mettre à jour depuis la dernière mise à jour windows. nouvelle signature corporate manquante. aucun changement matériel de mon côté.
TRX-1403,Reset mot de passe oublié - besoin aide,J'ai oublié mon mot de passe Windows et Office. Occurrence #2.,account,high,Self-service reset SSO.,fr,synthetic_tritux_v1,reset mot de passe oublié - besoin aide,j ai oublié mon mot de passe windows et office. occurrence 2.,reset mot de passe oublié - besoin aide j ai oublié mon mot de passe windows et office. occurrence 2.
TRX-1018,Wi-Fi instable au 3ème étage,Le réseau sans fil coupe souvent dans la salle réunion B.,network,medium,"Reset borne AP, vérifier couverture et canaux.",fr,synthetic_tritux_v1,wi-fi instable au 3ème étage,le réseau sans fil coupe souvent dans la salle réunion b.,wi-fi instable au 3ème étage le réseau sans fil coupe souvent dans la salle réunion b.
TRX-1284,Désactivation compte collaborateur sorti Urgent pour une livraison client.,Offboarding: désactiver compte demain 18h. Deadline aujourd'hui 17h.,account,high,Checklist offboarding AD/M365.,fr,synthetic_tritux_v1,désactivation compte collaborateur sorti urgent pour une livraison client.,offboarding désactiver compte demain 18h. deadline aujourd hui 17h.,désactivation compte collaborateur sorti urgent pour une livraison client. offboarding désactiver compte demain 18h. deadline aujourd hui 17h.
TRX-1305,Alias email non reçu En télétravail uniquement.,L'alias prenom.nom2 n'arrive pas. Sur site le problème n'apparaît pas.,account,medium,Vérifier proxyAddresses Exchange.,fr,synthetic_tritux_v1,alias email non reçu en télétravail uniquement.,l alias prenom.nom2 n arrive pas. sur site le problème n apparaît pas.,alias email non reçu en télétravail uniquement. l alias prenom.nom2 n arrive pas. sur site le problème n apparaît pas.
TRX-1319,Pièces jointes bloquées Merci de traiter rapidement.,PDF > 10 Mo refusés à l'envoi. Impact sur mon activité quotidienne.,email,medium,"Utiliser OneDrive link, quota PJ.",fr,synthetic_tritux_v1,pièces jointes bloquées merci de traiter rapidement.,pdf 10 mo refusés à l envoi. impact sur mon activité quotidienne.,pièces jointes bloquées merci de traiter rapidement. pdf 10 mo refusés à l envoi. impact sur mon activité quotidienne.
TRX-1293,Accès VPN non provisionné En télétravail uniquement.,Compte ok mais groupe VPN manquant. Sur site le problème n'apparaît pas.,account,high,Ajouter au groupe VPN-Users.,fr,synthetic_tritux_v1,accès vpn non provisionné en télétravail uniquement.,compte ok mais groupe vpn manquant. sur site le problème n apparaît pas.,accès vpn non provisionné en télétravail uniquement. compte ok mais groupe vpn manquant. sur site le problème n apparaît pas.
TRX-1141,Word affiche document corrompu Problème reproduit sur 2 postes.,Impossible d'ouvrir mon rapport.docx. Captures d'écran disponibles.,software,medium,Récupération Word / versions OneDrive.,fr,synthetic_tritux_v1,word affiche document corrompu problème reproduit sur 2 postes.,impossible d ouvrir mon rapport.docx. captures d écran disponibles.,word affiche document corrompu problème reproduit sur 2 postes. impossible d ouvrir mon rapport.docx. captures d écran disponibles.
TRX-1288,Accès VPN non provisionné,Compte ok mais groupe VPN manquant.,account,high,Ajouter au groupe VPN-Users.,fr,synthetic_tritux_v1,accès vpn non provisionné,compte ok mais groupe vpn manquant.,accès vpn non provisionné compte ok mais groupe vpn manquant.
TRX-1294,Double authentification à configurer,Onboarding: activer MFA obligatoire.,account,medium,Guide enrollment Authenticator.,fr,synthetic_tritux_v1,double authentification à configurer,onboarding activer mfa obligatoire.,double authentification à configurer onboarding activer mfa obligatoire.
TRX-1086,USB non autorisé bloqué Urgent pour une livraison client.,Clé USB refusée par la politique de sécurité. Deadline aujourd'hui 17h.,security,low,"Utiliser OneDrive Tritux, demander exception SI.",fr,synthetic_tritux_v1,usb non autorisé bloqué urgent pour une livraison client.,clé usb refusée par la politique de sécurité. deadline aujourd hui 17h.,usb non autorisé bloqué urgent pour une livraison client. clé usb refusée par la politique de sécurité. deadline aujourd hui 17h.
TRX-1335,Boîte partagée inaccessible En télétravail uniquement.,support@tritux.com non visible. Sur site le problème n'apparaît pas.,email,medium,Droits FullAccess mailbox.,fr,synthetic_tritux_v1,boîte partagée inaccessible en télétravail uniquement.,non visible. sur site le problème n apparaît pas.,boîte partagée inaccessible en télétravail uniquement. non visible. sur site le problème n apparaît pas.
TRX-1267,Demande de création compte prestataire Problème reproduit sur 2 postes.,Nouveau prestataire a besoin d'un accès mail. Captures d'écran disponibles.,account,medium,Process onboarding RH + IT.,fr,synthetic_tritux_v1,demande de création compte prestataire problème reproduit sur 2 postes.,nouveau prestataire a besoin d un accès mail. captures d écran disponibles.,demande de création compte prestataire problème reproduit sur 2 postes. nouveau prestataire a besoin d un accès mail. captures d écran disponibles.
TRX-1383,Réservation salle réunion outil En télétravail uniquement.,Comment réserver la salle Innovate? Sur site le problème n'apparaît pas.,other,low,Utiliser Outlook room finder.,fr,synthetic_tritux_v1,réservation salle réunion outil en télétravail uniquement.,comment réserver la salle innovate sur site le problème n apparaît pas.,réservation salle réunion outil en télétravail uniquement. comment réserver la salle innovate sur site le problème n apparaît pas.
TRX-1030,Latence élevée sur Teams,Appels Teams avec décalage audio important.,network,medium,"Tester bande passante, QoS, fermer VPN split tunnel.",fr,synthetic_tritux_v1,latence élevée sur teams,appels teams avec décalage audio important.,latence élevée sur teams appels teams avec décalage audio important.
TRX-1115,Demande d'audit des accès partage Merci de traiter rapidement.,Besoin de revoir qui a accès au dossier RH. Impact sur mon activité quotidienne.,security,medium,Exporter ACL et valider avec Data Owner.,fr,synthetic_tritux_v1,demande d audit des accès partage merci de traiter rapidement.,besoin de revoir qui a accès au dossier rh. impact sur mon activité quotidienne.,demande d audit des accès partage merci de traiter rapidement. besoin de revoir qui a accès au dossier rh. impact sur mon activité quotidienne.
TRX-1132,Teams ne rejoint pas les réunions,"Bouton Rejoindre grisé, erreur média.",software,medium,"Clear cache Teams, réinstaller client.",fr,synthetic_tritux_v1,teams ne rejoint pas les réunions,bouton rejoindre grisé erreur média.,teams ne rejoint pas les réunions bouton rejoindre grisé erreur média.
TRX-1230,Webcam intégrée noire Urgent pour une livraison client.,Caméra allumée mais image noire dans Teams. Deadline aujourd'hui 17h.,hardware,medium,"Réinstaller pilote caméra, privacy settings.",fr,synthetic_tritux_v1,webcam intégrée noire urgent pour une livraison client.,caméra allumée mais image noire dans teams. deadline aujourd hui 17h.,webcam intégrée noire urgent pour une livraison client. caméra allumée mais image noire dans teams. deadline aujourd hui 17h.
TRX-1350,Quota boîte mail saturé Urgent pour une livraison client.,"Impossible de recevoir, 99 Go utilisés. Deadline aujourd'hui 17h.",email,medium,Archivage online + purge.,fr,synthetic_tritux_v1,quota boîte mail saturé urgent pour une livraison client.,impossible de recevoir 99 go utilisés. deadline aujourd hui 17h.,quota boîte mail saturé urgent pour une livraison client. impossible de recevoir 99 go utilisés. deadline aujourd hui 17h.
TRX-1095,MFA ne fonctionne plus En télétravail uniquement.,Codes Authenticator incorrects pour la connexion Office. Sur site le problème n'apparaît pas.,security,high,Resynchroniser MFA / réenregistrer appareil.,fr,synthetic_tritux_v1,mfa ne fonctionne plus en télétravail uniquement.,codes authenticator incorrects pour la connexion office. sur site le problème n apparaît pas.,mfa ne fonctionne plus en télétravail uniquement. codes authenticator incorrects pour la connexion office. sur site le problème n apparaît pas.
TRX-1370,Erreur NDR 5.7.1 Depuis la dernière mise à jour Windows.,Envoi interne refusé avec NDR. Aucun changement matériel de mon côté.,email,medium,Permissions send-as / connector.,fr,synthetic_tritux_v1,erreur ndr 5.7.1 depuis la dernière mise à jour windows.,envoi interne refusé avec ndr. aucun changement matériel de mon côté.,erreur ndr 5.7.1 depuis la dernière mise à jour windows. envoi interne refusé avec ndr. aucun changement matériel de mon côté.
TRX-1171,PowerPoint police manquante Problème reproduit sur 2 postes.,Présentation avec polices non installées. Captures d'écran disponibles.,software,low,Installer polices corporate Tritux.,fr,synthetic_tritux_v1,powerpoint police manquante problème reproduit sur 2 postes.,présentation avec polices non installées. captures d écran disponibles.,powerpoint police manquante problème reproduit sur 2 postes. présentation avec polices non installées. captures d écran disponibles.
TRX-1102,Lien suspect dans Teams,Collègue a collé un lien raccourci douteux.,security,high,"Ne pas ouvrir, signaler au SOC Tritux.",fr,synthetic_tritux_v1,lien suspect dans teams,collègue a collé un lien raccourci douteux.,lien suspect dans teams collègue a collé un lien raccourci douteux.
TRX-1399,Suggestion amélioration helpdesk Problème reproduit sur 2 postes.,Ajouter FAQ visible avant ticket. Captures d'écran disponibles.,other,low,Remonter product owner.,fr,synthetic_tritux_v1,suggestion amélioration helpdesk problème reproduit sur 2 postes.,ajouter faq visible avant ticket. captures d écran disponibles.,suggestion amélioration helpdesk problème reproduit sur 2 postes. ajouter faq visible avant ticket. captures d écran disponibles.
TRX-1182,Erreur licence Office 365 Urgent pour une livraison client.,Produit non licencié après changement de poste. Deadline aujourd'hui 17h.,software,high,Réactiver licence via compte Tritux.,fr,synthetic_tritux_v1,erreur licence office 365 urgent pour une livraison client.,produit non licencié après changement de poste. deadline aujourd hui 17h.,erreur licence office 365 urgent pour une livraison client. produit non licencié après changement de poste. deadline aujourd hui 17h.
TRX-1365,Distribution list non à jour En télétravail uniquement.,Liste all-staff contient anciens employés. Sur site le problème n'apparaît pas.,email,low,Sync HR + nettoyage DL.,fr,synthetic_tritux_v1,distribution list non à jour en télétravail uniquement.,liste all-staff contient anciens employés. sur site le problème n apparaît pas.,distribution list non à jour en télétravail uniquement. liste all-staff contient anciens employés. sur site le problème n apparaît pas.
TRX-1397,Suggestion amélioration helpdesk Merci de traiter rapidement.,Ajouter FAQ visible avant ticket. Impact sur mon activité quotidienne.,other,low,Remonter product owner.,fr,synthetic_tritux_v1,suggestion amélioration helpdesk merci de traiter rapidement.,ajouter faq visible avant ticket. impact sur mon activité quotidienne.,suggestion amélioration helpdesk merci de traiter rapidement. ajouter faq visible avant ticket. impact sur mon activité quotidienne.
TRX-1386,Demande inventaire matériel Urgent pour une livraison client.,Liste des assets de mon département. Deadline aujourd'hui 17h.,other,low,Extraire depuis CMDB / Intune.,fr,synthetic_tritux_v1,demande inventaire matériel urgent pour une livraison client.,liste des assets de mon département. deadline aujourd hui 17h.,demande inventaire matériel urgent pour une livraison client. liste des assets de mon département. deadline aujourd hui 17h.
TRX-1382,Réservation salle réunion outil Depuis la dernière mise à jour Windows.,Comment réserver la salle Innovate? Aucun changement matériel de mon côté.,other,low,Utiliser Outlook room finder.,fr,synthetic_tritux_v1,réservation salle réunion outil depuis la dernière mise à jour windows.,comment réserver la salle innovate aucun changement matériel de mon côté.,réservation salle réunion outil depuis la dernière mise à jour windows. comment réserver la salle innovate aucun changement matériel de mon côté.
TRX-1342,Calendrier Teams non synchronisé,RDV Outlook absents de Teams.,email,medium,Repair sync M365 calendar.,fr,synthetic_tritux_v1,calendrier teams non synchronisé,rdv outlook absents de teams.,calendrier teams non synchronisé rdv outlook absents de teams.
TRX-1237,Ventilateur très bruyant Problème reproduit sur 2 postes.,PC surchauffe et throttle en réunion. Captures d'écran disponibles.,hardware,medium,"Nettoyage poussière, paste thermique.",fr,synthetic_tritux_v1,ventilateur très bruyant problème reproduit sur 2 postes.,pc surchauffe et throttle en réunion. captures d écran disponibles.,ventilateur très bruyant problème reproduit sur 2 postes. pc surchauffe et throttle en réunion. captures d écran disponibles.
TRX-1412,Connexion SSO lente,Login Azure AD prend plus de 2 minutes. Occurrence #3.,account,medium,Vérifier réseau et MFA latency.,fr,synthetic_tritux_v1,connexion sso lente,login azure ad prend plus de 2 minutes. occurrence 3.,connexion sso lente login azure ad prend plus de 2 minutes. occurrence 3.
TRX-1246,Casque audio crackle,Bruits parasites sur casque USB.,hardware,low,"Changer port USB, pilote audio.",fr,synthetic_tritux_v1,casque audio crackle,bruits parasites sur casque usb.,casque audio crackle bruits parasites sur casque usb.
TRX-1341,Mails partent en spam chez clients En télétravail uniquement.,Plaintes SPF/DKIM fail. Sur site le problème n'apparaît pas.,email,high,Vérifier enregistrements DNS mail.,fr,synthetic_tritux_v1,mails partent en spam chez clients en télétravail uniquement.,plaintes spf/dkim fail. sur site le problème n apparaît pas.,mails partent en spam chez clients en télétravail uniquement. plaintes spf/dkim fail. sur site le problème n apparaît pas.
TRX-1155,VS Code extensions manquantes En télétravail uniquement.,Environnement de dév incomplet après reset poste. Sur site le problème n'apparaît pas.,software,low,Réinstaller pack extensions Tritux.,fr,synthetic_tritux_v1,vs code extensions manquantes en télétravail uniquement.,environnement de dév incomplet après reset poste. sur site le problème n apparaît pas.,vs code extensions manquantes en télétravail uniquement. environnement de dév incomplet après reset poste. sur site le problème n apparaît pas.
TRX-1223,Imprimante bureau n'imprime pas Merci de traiter rapidement.,"Travaux en file d'attente, status offline. Impact sur mon activité quotidienne.",hardware,medium,"Redémarrer spooler, vérifier IP imprimante.",fr,synthetic_tritux_v1,imprimante bureau n imprime pas merci de traiter rapidement.,travaux en file d attente status offline. impact sur mon activité quotidienne.,imprimante bureau n imprime pas merci de traiter rapidement. travaux en file d attente status offline. impact sur mon activité quotidienne.
TRX-1322,Pièces jointes bloquées Depuis la dernière mise à jour Windows.,PDF > 10 Mo refusés à l'envoi. Aucun changement matériel de mon côté.,email,medium,"Utiliser OneDrive link, quota PJ.",fr,synthetic_tritux_v1,pièces jointes bloquées depuis la dernière mise à jour windows.,pdf 10 mo refusés à l envoi. aucun changement matériel de mon côté.,pièces jointes bloquées depuis la dernière mise à jour windows. pdf 10 mo refusés à l envoi. aucun changement matériel de mon côté.
TRX-1067,Compte potentiellement compromis Merci de traiter rapidement.,Connexions inhabituelles depuis l'étranger dans les logs. Impact sur mon activité quotidienne.,security,urgent,"Révoquer sessions, reset MDP, MFA obligatoire.",fr,synthetic_tritux_v1,compte potentiellement compromis merci de traiter rapidement.,connexions inhabituelles depuis l étranger dans les logs. impact sur mon activité quotidienne.,compte potentiellement compromis merci de traiter rapidement. connexions inhabituelles depuis l étranger dans les logs. impact sur mon activité quotidienne.
TRX-1042,Câble RJ45 défectueux poste finance,"Lien ethernet down, LED orange éteinte.",network,low,Remplacer câble et tester port switch.,fr,synthetic_tritux_v1,câble rj45 défectueux poste finance,lien ethernet down led orange éteinte.,câble rj45 défectueux poste finance lien ethernet down led orange éteinte.
TRX-1437,Écran bleu BSOD intermittent - besoin aide,BSOD DRIVER_IRQL après dock. Occurrence #4.,hardware,high,MAJ chipset/dock drivers.,fr,synthetic_tritux_v1,écran bleu bsod intermittent - besoin aide,bsod driver_irql après dock. occurrence 4.,écran bleu bsod intermittent - besoin aide bsod driver_irql après dock. occurrence 4.
TRX-1242,Dock USB-C non détecté Urgent pour une livraison client.,Écrans externes ne s'allument plus via dock. Deadline aujourd'hui 17h.,hardware,medium,"MAJ firmware dock, tester autre câble.",fr,synthetic_tritux_v1,dock usb-c non détecté urgent pour une livraison client.,écrans externes ne s allument plus via dock. deadline aujourd hui 17h.,dock usb-c non détecté urgent pour une livraison client. écrans externes ne s allument plus via dock. deadline aujourd hui 17h.
TRX-1243,Dock USB-C non détecté Problème reproduit sur 2 postes.,Écrans externes ne s'allument plus via dock. Captures d'écran disponibles.,hardware,medium,"MAJ firmware dock, tester autre câble.",fr,synthetic_tritux_v1,dock usb-c non détecté problème reproduit sur 2 postes.,écrans externes ne s allument plus via dock. captures d écran disponibles.,dock usb-c non détecté problème reproduit sur 2 postes. écrans externes ne s allument plus via dock. captures d écran disponibles.
TRX-1065,Email de phishing suspect reçu En télétravail uniquement.,Mail demandant de saisir mon mot de passe SSO via un lien externe. Sur site le problème n'apparaît pas.,security,urgent,"Ne pas cliquer, signaler phishing, reset MDP si cliqué.",fr,synthetic_tritux_v1,email de phishing suspect reçu en télétravail uniquement.,mail demandant de saisir mon mot de passe sso via un lien externe. sur site le problème n apparaît pas.,email de phishing suspect reçu en télétravail uniquement. mail demandant de saisir mon mot de passe sso via un lien externe. sur site le problème n apparaît pas.
TRX-1064,Email de phishing suspect reçu Depuis la dernière mise à jour Windows.,Mail demandant de saisir mon mot de passe SSO via un lien externe. Aucun changement matériel de mon côté.,security,urgent,"Ne pas cliquer, signaler phishing, reset MDP si cliqué.",fr,synthetic_tritux_v1,email de phishing suspect reçu depuis la dernière mise à jour windows.,mail demandant de saisir mon mot de passe sso via un lien externe. aucun changement matériel de mon côté.,email de phishing suspect reçu depuis la dernière mise à jour windows. mail demandant de saisir mon mot de passe sso via un lien externe. aucun changement matériel de mon côté.
TRX-1372,Demande formation Excel avancé,Souhait formation tableaux croisés.,other,low,Orienter catalogue formation Tritux.,fr,synthetic_tritux_v1,demande formation excel avancé,souhait formation tableaux croisés.,demande formation excel avancé souhait formation tableaux croisés.
TRX-1248,Casque audio crackle Urgent pour une livraison client.,Bruits parasites sur casque USB. Deadline aujourd'hui 17h.,hardware,low,"Changer port USB, pilote audio.",fr,synthetic_tritux_v1,casque audio crackle urgent pour une livraison client.,bruits parasites sur casque usb. deadline aujourd hui 17h.,casque audio crackle urgent pour une livraison client. bruits parasites sur casque usb. deadline aujourd hui 17h.
TRX-1043,Câble RJ45 défectueux poste finance Merci de traiter rapidement.,"Lien ethernet down, LED orange éteinte. Impact sur mon activité quotidienne.",network,low,Remplacer câble et tester port switch.,fr,synthetic_tritux_v1,câble rj45 défectueux poste finance merci de traiter rapidement.,lien ethernet down led orange éteinte. impact sur mon activité quotidienne.,câble rj45 défectueux poste finance merci de traiter rapidement. lien ethernet down led orange éteinte. impact sur mon activité quotidienne.
TRX-1367,Erreur NDR 5.7.1 Merci de traiter rapidement.,Envoi interne refusé avec NDR. Impact sur mon activité quotidienne.,email,medium,Permissions send-as / connector.,fr,synthetic_tritux_v1,erreur ndr 5.7.1 merci de traiter rapidement.,envoi interne refusé avec ndr. impact sur mon activité quotidienne.,erreur ndr 5.7.1 merci de traiter rapidement. envoi interne refusé avec ndr. impact sur mon activité quotidienne.
TRX-1123,Outlook ne démarre plus Problème reproduit sur 2 postes.,Outlook plante au lancement avec erreur 0x8004010F. Captures d'écran disponibles.,software,high,"Réparer Office, mode sans échec, nouveau profil.",fr,synthetic_tritux_v1,outlook ne démarre plus problème reproduit sur 2 postes.,outlook plante au lancement avec erreur 0x8004010f. captures d écran disponibles.,outlook ne démarre plus problème reproduit sur 2 postes. outlook plante au lancement avec erreur 0x8004010f. captures d écran disponibles.
TRX-1029,Impossible d'accéder au partage réseau En télétravail uniquement.,"\\tritux-fs01\projets inaccessible, erreur d'accès refusé. Sur site le problème n'apparaît pas.",network,medium,Vérifier droits SMB et VPN si hors site.,fr,synthetic_tritux_v1,impossible d accéder au partage réseau en télétravail uniquement.,tritux-fs01 projets inaccessible erreur d accès refusé. sur site le problème n apparaît pas.,impossible d accéder au partage réseau en télétravail uniquement. tritux-fs01 projets inaccessible erreur d accès refusé. sur site le problème n apparaît pas.
TRX-1122,Outlook ne démarre plus Urgent pour une livraison client.,Outlook plante au lancement avec erreur 0x8004010F. Deadline aujourd'hui 17h.,software,high,"Réparer Office, mode sans échec, nouveau profil.",fr,synthetic_tritux_v1,outlook ne démarre plus urgent pour une livraison client.,outlook plante au lancement avec erreur 0x8004010f. deadline aujourd hui 17h.,outlook ne démarre plus urgent pour une livraison client. outlook plante au lancement avec erreur 0x8004010f. deadline aujourd hui 17h.
TRX-1157,Adobe Reader ne s'ouvre pas Merci de traiter rapidement.,PDF s'ouvre dans le navigateur uniquement. Impact sur mon activité quotidienne.,software,low,Réparer/réinstaller Acrobat Reader.,fr,synthetic_tritux_v1,adobe reader ne s ouvre pas merci de traiter rapidement.,pdf s ouvre dans le navigateur uniquement. impact sur mon activité quotidienne.,adobe reader ne s ouvre pas merci de traiter rapidement. pdf s ouvre dans le navigateur uniquement. impact sur mon activité quotidienne.
TRX-1312,Mails n'arrivent plus en réception,"Boîte vide depuis hier, envoi OK.",email,high,"Règles Outlook, quarantaine, MX.",fr,synthetic_tritux_v1,mails n arrivent plus en réception,boîte vide depuis hier envoi ok.,mails n arrivent plus en réception boîte vide depuis hier envoi ok.
TRX-1289,Accès VPN non provisionné Merci de traiter rapidement.,Compte ok mais groupe VPN manquant. Impact sur mon activité quotidienne.,account,high,Ajouter au groupe VPN-Users.,fr,synthetic_tritux_v1,accès vpn non provisionné merci de traiter rapidement.,compte ok mais groupe vpn manquant. impact sur mon activité quotidienne.,accès vpn non provisionné merci de traiter rapidement. compte ok mais groupe vpn manquant. impact sur mon activité quotidienne.
TRX-1009,VPN se déconnecte toutes les 10 minutes Problème reproduit sur 2 postes.,"La session VPN tombe régulièrement, surtout sur Wi-Fi public. Captures d'écran disponibles.",network,high,"Stabiliser la session: keepalive, MTU, éviter captive portal.",fr,synthetic_tritux_v1,vpn se déconnecte toutes les 10 minutes problème reproduit sur 2 postes.,la session vpn tombe régulièrement surtout sur wi-fi public. captures d écran disponibles.,vpn se déconnecte toutes les 10 minutes problème reproduit sur 2 postes. la session vpn tombe régulièrement surtout sur wi-fi public. captures d écran disponibles.
TRX-1250,Casque audio crackle Depuis la dernière mise à jour Windows.,Bruits parasites sur casque USB. Aucun changement matériel de mon côté.,hardware,low,"Changer port USB, pilote audio.",fr,synthetic_tritux_v1,casque audio crackle depuis la dernière mise à jour windows.,bruits parasites sur casque usb. aucun changement matériel de mon côté.,casque audio crackle depuis la dernière mise à jour windows. bruits parasites sur casque usb. aucun changement matériel de mon côté.
TRX-1165,OneDrive synchronisation bloquée Problème reproduit sur 2 postes.,"Icône rouge, fichiers hors ligne non sync. Captures d'écran disponibles.",software,medium,"Reset OneDrive, espace disque, droits.",fr,synthetic_tritux_v1,onedrive synchronisation bloquée problème reproduit sur 2 postes.,icône rouge fichiers hors ligne non sync. captures d écran disponibles.,onedrive synchronisation bloquée problème reproduit sur 2 postes. icône rouge fichiers hors ligne non sync. captures d écran disponibles.
TRX-1000,Impossible de se connecter au VPN,Erreur 'connexion VPN échouée' depuis le télétravail. Client OpenVPN à jour.,network,high,"Vérifier certificat VPN, DNS et firewall.",fr,synthetic_tritux_v1,impossible de se connecter au vpn,erreur connexion vpn échouée depuis le télétravail. client openvpn à jour.,impossible de se connecter au vpn erreur connexion vpn échouée depuis le télétravail. client openvpn à jour.
TRX-1271,Droits accès SharePoint manquants Merci de traiter rapidement.,Pas d'accès au site projet Alpha. Impact sur mon activité quotidienne.,account,medium,Ajouter au groupe Azure AD du site.,fr,synthetic_tritux_v1,droits accès sharepoint manquants merci de traiter rapidement.,pas d accès au site projet alpha. impact sur mon activité quotidienne.,droits accès sharepoint manquants merci de traiter rapidement. pas d accès au site projet alpha. impact sur mon activité quotidienne.
TRX-1082,Demande de droits admin local Depuis la dernière mise à jour Windows.,"Besoin d'installer un outil, UAC bloque l'installation. Aucun changement matériel de mon côté.",security,medium,"Évaluer besoin, déploiement via Intune si validé.",fr,synthetic_tritux_v1,demande de droits admin local depuis la dernière mise à jour windows.,besoin d installer un outil uac bloque l installation. aucun changement matériel de mon côté.,demande de droits admin local depuis la dernière mise à jour windows. besoin d installer un outil uac bloque l installation. aucun changement matériel de mon côté.
TRX-1191,Zoom / Teams conflit audio En télétravail uniquement.,Micro non détecté pendant réunion. Sur site le problème n'apparaît pas.,software,medium,Permissions Windows privacy + périphérique défaut.,fr,synthetic_tritux_v1,zoom / teams conflit audio en télétravail uniquement.,micro non détecté pendant réunion. sur site le problème n apparaît pas.,zoom / teams conflit audio en télétravail uniquement. micro non détecté pendant réunion. sur site le problème n apparaît pas.
TRX-1304,Alias email non reçu Depuis la dernière mise à jour Windows.,L'alias prenom.nom2 n'arrive pas. Aucun changement matériel de mon côté.,account,medium,Vérifier proxyAddresses Exchange.,fr,synthetic_tritux_v1,alias email non reçu depuis la dernière mise à jour windows.,l alias prenom.nom2 n arrive pas. aucun changement matériel de mon côté.,alias email non reçu depuis la dernière mise à jour windows. l alias prenom.nom2 n arrive pas. aucun changement matériel de mon côté.
TRX-1416,Faux positif antivirus,Logiciel métier bloqué à tort. Occurrence #3.,security,medium,Whitelist contrôlée après analyse.,fr,synthetic_tritux_v1,faux positif antivirus,logiciel métier bloqué à tort. occurrence 3.,faux positif antivirus logiciel métier bloqué à tort. occurrence 3.
TRX-1280,Changement de nom suite mariage Depuis la dernière mise à jour Windows.,Mettre à jour display name et email. Aucun changement matériel de mon côté.,account,low,Ticket identité + sync HRIS.,fr,synthetic_tritux_v1,changement de nom suite mariage depuis la dernière mise à jour windows.,mettre à jour display name et email. aucun changement matériel de mon côté.,changement de nom suite mariage depuis la dernière mise à jour windows. mettre à jour display name et email. aucun changement matériel de mon côté.
TRX-1152,VS Code extensions manquantes Urgent pour une livraison client.,Environnement de dév incomplet après reset poste. Deadline aujourd'hui 17h.,software,low,Réinstaller pack extensions Tritux.,fr,synthetic_tritux_v1,vs code extensions manquantes urgent pour une livraison client.,environnement de dév incomplet après reset poste. deadline aujourd hui 17h.,vs code extensions manquantes urgent pour une livraison client. environnement de dév incomplet après reset poste. deadline aujourd hui 17h.
TRX-1054,Perte de connexion après veille,"Après sleep Windows, plus de réseau jusqu'au reboot.",network,medium,"Mettre à jour pilote NIC, désactiver energy saving.",fr,synthetic_tritux_v1,perte de connexion après veille,après sleep windows plus de réseau jusqu au reboot.,perte de connexion après veille après sleep windows plus de réseau jusqu au reboot.
TRX-1259,Compte verrouillé après tentatives Merci de traiter rapidement.,"Trop d'échecs de connexion, compte lock. Impact sur mon activité quotidienne.",account,high,Unlock Active Directory / Azure AD.,fr,synthetic_tritux_v1,compte verrouillé après tentatives merci de traiter rapidement.,trop d échecs de connexion compte lock. impact sur mon activité quotidienne.,compte verrouillé après tentatives merci de traiter rapidement. trop d échecs de connexion compte lock. impact sur mon activité quotidienne.
TRX-1091,MFA ne fonctionne plus Merci de traiter rapidement.,Codes Authenticator incorrects pour la connexion Office. Impact sur mon activité quotidienne.,security,high,Resynchroniser MFA / réenregistrer appareil.,fr,synthetic_tritux_v1,mfa ne fonctionne plus merci de traiter rapidement.,codes authenticator incorrects pour la connexion office. impact sur mon activité quotidienne.,mfa ne fonctionne plus merci de traiter rapidement. codes authenticator incorrects pour la connexion office. impact sur mon activité quotidienne.
