ticket_id,title,description,category,priority,resolution_hint,language,source
TRX-1280,Changement de nom suite mariage Depuis la dernière mise à jour Windows.,Mettre à jour display name et email. Aucun changement matériel de mon côté.,account,low,Ticket identité + sync HRIS.,fr,synthetic_tritux_v1
TRX-1152,VS Code extensions manquantes Urgent pour une livraison client.,Environnement de dév incomplet après reset poste. Deadline aujourd'hui 17h.,software,low,Réinstaller pack extensions Tritux.,fr,synthetic_tritux_v1
TRX-1054,Perte de connexion après veille,"Après sleep Windows, plus de réseau jusqu'au reboot.",network,medium,"Mettre à jour pilote NIC, désactiver energy saving.",fr,synthetic_tritux_v1
TRX-1259,Compte verrouillé après tentatives Merci de traiter rapidement.,"Trop d'échecs de connexion, compte lock. Impact sur mon activité quotidienne.",account,high,Unlock Active Directory / Azure AD.,fr,synthetic_tritux_v1
TRX-1091,MFA ne fonctionne plus Merci de traiter rapidement.,Codes Authenticator incorrects pour la connexion Office. Impact sur mon activité quotidienne.,security,high,Resynchroniser MFA / réenregistrer appareil.,fr,synthetic_tritux_v1
TRX-1256,Mot de passe SSO expiré Depuis la dernière mise à jour Windows.,"Impossible de se connecter, MDP expiré. Aucun changement matériel de mon côté.",account,high,Reset via self-service ou agent identité.,fr,synthetic_tritux_v1
TRX-1317,Mails n'arrivent plus en réception En télétravail uniquement.,"Boîte vide depuis hier, envoi OK. Sur site le problème n'apparaît pas.",email,high,"Règles Outlook, quarantaine, MX.",fr,synthetic_tritux_v1
TRX-1001,Impossible de se connecter au VPN Merci de traiter rapidement.,Erreur 'connexion VPN échouée' depuis le télétravail. Client OpenVPN à jour. Impact sur mon activité quotidienne.,network,high,"Vérifier certificat VPN, DNS et firewall.",fr,synthetic_tritux_v1
TRX-1362,Distribution list non à jour Urgent pour une livraison client.,Liste all-staff contient anciens employés. Deadline aujourd'hui 17h.,email,low,Sync HR + nettoyage DL.,fr,synthetic_tritux_v1
TRX-1080,Demande de droits admin local Urgent pour une livraison client.,"Besoin d'installer un outil, UAC bloque l'installation. Deadline aujourd'hui 17h.",security,medium,"Évaluer besoin, déploiement via Intune si validé.",fr,synthetic_tritux_v1
TRX-1222,Imprimante bureau n'imprime pas,"Travaux en file d'attente, status offline.",hardware,medium,"Redémarrer spooler, vérifier IP imprimante.",fr,synthetic_tritux_v1
TRX-1430,Alerte connexion RDP inhabituelle,Tentative RDP hors heures.,security,urgent,"Bloquer IP, audit compte.",fr,synthetic_tritux_v1
TRX-1440,Mailing list projet à créer,Créer liste projet-nova@tritux.com. Occurrence #3.,email,low,Créer DL Exchange.,fr,synthetic_tritux_v1
TRX-1401,Suggestion amélioration helpdesk En télétravail uniquement.,Ajouter FAQ visible avant ticket. Sur site le problème n'apparaît pas.,other,low,Remonter product owner.,fr,synthetic_tritux_v1
TRX-1354,Règle de redirection suspecte,Mails forward auto vers externe.,email,urgent,"Supprimer règle, reset MDP, audit.",fr,synthetic_tritux_v1
TRX-1384,Demande inventaire matériel,Liste des assets de mon département.,other,low,Extraire depuis CMDB / Intune.,fr,synthetic_tritux_v1
TRX-1058,Perte de connexion après veille Depuis la dernière mise à jour Windows.,"Après sleep Windows, plus de réseau jusqu'au reboot. Aucun changement matériel de mon côté.",network,medium,"Mettre à jour pilote NIC, désactiver energy saving.",fr,synthetic_tritux_v1
TRX-1005,Impossible de se connecter au VPN En télétravail uniquement.,Erreur 'connexion VPN échouée' depuis le télétravail. Client OpenVPN à jour. Sur site le problème n'apparaît pas.,network,high,"Vérifier certificat VPN, DNS et firewall.",fr,synthetic_tritux_v1
TRX-1283,Désactivation compte collaborateur sorti Merci de traiter rapidement.,Offboarding: désactiver compte demain 18h. Impact sur mon activité quotidienne.,account,high,Checklist offboarding AD/M365.,fr,synthetic_tritux_v1
TRX-1128,Excel plante à l'ouverture d'un fichier Urgent pour une livraison client.,Fichier macro .xlsm provoque un crash Excel. Deadline aujourd'hui 17h.,software,medium,"Ouvrir sans macro, réparer fichier, MAJ Office.",fr,synthetic_tritux_v1
TRX-1270,Droits accès SharePoint manquants,Pas d'accès au site projet Alpha.,account,medium,Ajouter au groupe Azure AD du site.,fr,synthetic_tritux_v1
TRX-1239,Ventilateur très bruyant En télétravail uniquement.,PC surchauffe et throttle en réunion. Sur site le problème n'apparaît pas.,hardware,medium,"Nettoyage poussière, paste thermique.",fr,synthetic_tritux_v1
TRX-1195,Écran secondaire scintille Problème reproduit sur 2 postes.,Moniteur HDMI scintille via dock USB-C. Captures d'écran disponibles.,hardware,low,"Tester câble, port, MAJ GPU.",fr,synthetic_tritux_v1
TRX-1197,Écran secondaire scintille En télétravail uniquement.,Moniteur HDMI scintille via dock USB-C. Sur site le problème n'apparaît pas.,hardware,low,"Tester câble, port, MAJ GPU.",fr,synthetic_tritux_v1
TRX-1032,Latence élevée sur Teams Urgent pour une livraison client.,Appels Teams avec décalage audio important. Deadline aujourd'hui 17h.,network,medium,"Tester bande passante, QoS, fermer VPN split tunnel.",fr,synthetic_tritux_v1
TRX-1402,Reset mot de passe oublié,J'ai oublié mon mot de passe Windows et Office.,account,high,Self-service reset SSO.,fr,synthetic_tritux_v1
TRX-1404,Reset mot de passe oublié,J'ai oublié mon mot de passe Windows et Office. Occurrence #3.,account,high,Self-service reset SSO.,fr,synthetic_tritux_v1
TRX-1078,Demande de droits admin local,"Besoin d'installer un outil, UAC bloque l'installation.",security,medium,"Évaluer besoin, déploiement via Intune si validé.",fr,synthetic_tritux_v1
TRX-1056,Perte de connexion après veille Urgent pour une livraison client.,"Après sleep Windows, plus de réseau jusqu'au reboot. Deadline aujourd'hui 17h.",network,medium,"Mettre à jour pilote NIC, désactiver energy saving.",fr,synthetic_tritux_v1
TRX-1024,Impossible d'accéder au partage réseau,"\\tritux-fs01\projets inaccessible, erreur d'accès refusé.",network,medium,Vérifier droits SMB et VPN si hors site.,fr,synthetic_tritux_v1
TRX-1046,Câble RJ45 défectueux poste finance Depuis la dernière mise à jour Windows.,"Lien ethernet down, LED orange éteinte. Aucun changement matériel de mon côté.",network,low,Remplacer câble et tester port switch.,fr,synthetic_tritux_v1
TRX-1252,Mot de passe SSO expiré,"Impossible de se connecter, MDP expiré.",account,high,Reset via self-service ou agent identité.,fr,synthetic_tritux_v1
TRX-1260,Compte verrouillé après tentatives Urgent pour une livraison client.,"Trop d'échecs de connexion, compte lock. Deadline aujourd'hui 17h.",account,high,Unlock Active Directory / Azure AD.,fr,synthetic_tritux_v1
TRX-1070,Compte potentiellement compromis Depuis la dernière mise à jour Windows.,Connexions inhabituelles depuis l'étranger dans les logs. Aucun changement matériel de mon côté.,security,urgent,"Révoquer sessions, reset MDP, MFA obligatoire.",fr,synthetic_tritux_v1
TRX-1339,Mails partent en spam chez clients Problème reproduit sur 2 postes.,Plaintes SPF/DKIM fail. Captures d'écran disponibles.,email,high,Vérifier enregistrements DNS mail.,fr,synthetic_tritux_v1
TRX-1376,Demande formation Excel avancé Depuis la dernière mise à jour Windows.,Souhait formation tableaux croisés. Aucun changement matériel de mon côté.,other,low,Orienter catalogue formation Tritux.,fr,synthetic_tritux_v1
TRX-1204,Souris sans fil se déconnecte,Dongle Logitech instable.,hardware,low,"Changer piles, port USB, réappairage.",fr,synthetic_tritux_v1
TRX-1298,Double authentification à configurer Depuis la dernière mise à jour Windows.,Onboarding: activer MFA obligatoire. Aucun changement matériel de mon côté.,account,medium,Guide enrollment Authenticator.,fr,synthetic_tritux_v1
TRX-1219,PC ne démarre plus Problème reproduit sur 2 postes.,"Écran noir au power on, ventilateurs tournent. Captures d'écran disponibles.",hardware,high,"Tester RAM/écran externe, atelier.",fr,synthetic_tritux_v1
TRX-1299,Double authentification à configurer En télétravail uniquement.,Onboarding: activer MFA obligatoire. Sur site le problème n'apparaît pas.,account,medium,Guide enrollment Authenticator.,fr,synthetic_tritux_v1
TRX-1134,Teams ne rejoint pas les réunions Urgent pour une livraison client.,"Bouton Rejoindre grisé, erreur média. Deadline aujourd'hui 17h.",software,medium,"Clear cache Teams, réinstaller client.",fr,synthetic_tritux_v1
TRX-1275,Droits accès SharePoint manquants En télétravail uniquement.,Pas d'accès au site projet Alpha. Sur site le problème n'apparaît pas.,account,medium,Ajouter au groupe Azure AD du site.,fr,synthetic_tritux_v1
TRX-1417,Faux positif antivirus - besoin aide,Logiciel métier bloqué à tort. Occurrence #4.,security,medium,Whitelist contrôlée après analyse.,fr,synthetic_tritux_v1
TRX-1126,Excel plante à l'ouverture d'un fichier,Fichier macro .xlsm provoque un crash Excel.,software,medium,"Ouvrir sans macro, réparer fichier, MAJ Office.",fr,synthetic_tritux_v1
TRX-1434,Écran bleu BSOD intermittent,BSOD DRIVER_IRQL après dock.,hardware,high,MAJ chipset/dock drivers.,fr,synthetic_tritux_v1
TRX-1405,Reset mot de passe oublié - besoin aide,J'ai oublié mon mot de passe Windows et Office. Occurrence #4.,account,high,Self-service reset SSO.,fr,synthetic_tritux_v1
TRX-1073,Alerte antivirus malware détecté Merci de traiter rapidement.,Windows Defender a mis en quarantaine un fichier.exe téléchargé. Impact sur mon activité quotidienne.,security,urgent,"Ne pas restaurer, scanner complet, isoler poste.",fr,synthetic_tritux_v1
TRX-1234,Ventilateur très bruyant,PC surchauffe et throttle en réunion.,hardware,medium,"Nettoyage poussière, paste thermique.",fr,synthetic_tritux_v1
TRX-1202,Clavier certain touches mortes Depuis la dernière mise à jour Windows.,Touches E et R ne répondent plus. Aucun changement matériel de mon côté.,hardware,low,Nettoyage / remplacement clavier.,fr,synthetic_tritux_v1
TRX-1255,Mot de passe SSO expiré Problème reproduit sur 2 postes.,"Impossible de se connecter, MDP expiré. Captures d'écran disponibles.",account,high,Reset via self-service ou agent identité.,fr,synthetic_tritux_v1
TRX-1330,Boîte partagée inaccessible,support@tritux.com non visible.,email,medium,Droits FullAccess mailbox.,fr,synthetic_tritux_v1
TRX-1334,Boîte partagée inaccessible Depuis la dernière mise à jour Windows.,support@tritux.com non visible. Aucun changement matériel de mon côté.,email,medium,Droits FullAccess mailbox.,fr,synthetic_tritux_v1
TRX-1290,Accès VPN non provisionné Urgent pour une livraison client.,Compte ok mais groupe VPN manquant. Deadline aujourd'hui 17h.,account,high,Ajouter au groupe VPN-Users.,fr,synthetic_tritux_v1
TRX-1108,Certificat SSL invalide sur portail,Navigateur indique certificat non fiable.,security,high,Vérifier horloge système et certificat serveur.,fr,synthetic_tritux_v1
TRX-1033,Latence élevée sur Teams Problème reproduit sur 2 postes.,Appels Teams avec décalage audio important. Captures d'écran disponibles.,network,medium,"Tester bande passante, QoS, fermer VPN split tunnel.",fr,synthetic_tritux_v1
TRX-1137,Teams ne rejoint pas les réunions En télétravail uniquement.,"Bouton Rejoindre grisé, erreur média. Sur site le problème n'apparaît pas.",software,medium,"Clear cache Teams, réinstaller client.",fr,synthetic_tritux_v1
TRX-1205,Souris sans fil se déconnecte Merci de traiter rapidement.,Dongle Logitech instable. Impact sur mon activité quotidienne.,hardware,low,"Changer piles, port USB, réappairage.",fr,synthetic_tritux_v1
TRX-1161,Adobe Reader ne s'ouvre pas En télétravail uniquement.,PDF s'ouvre dans le navigateur uniquement. Sur site le problème n'apparaît pas.,software,low,Réparer/réinstaller Acrobat Reader.,fr,synthetic_tritux_v1
TRX-1425,Erreur OneNote sync - besoin aide,Bloc-notes ne se synchronise plus. Occurrence #4.,software,low,Repair OneNote / Sign-out.,fr,synthetic_tritux_v1
TRX-1117,Demande d'audit des accès partage Problème reproduit sur 2 postes.,Besoin de revoir qui a accès au dossier RH. Captures d'écran disponibles.,security,medium,Exporter ACL et valider avec Data Owner.,fr,synthetic_tritux_v1
TRX-1028,Impossible d'accéder au partage réseau Depuis la dernière mise à jour Windows.,"\\tritux-fs01\projets inaccessible, erreur d'accès refusé. Aucun changement matériel de mon côté.",network,medium,Vérifier droits SMB et VPN si hors site.,fr,synthetic_tritux_v1
TRX-1166,OneDrive synchronisation bloquée Depuis la dernière mise à jour Windows.,"Icône rouge, fichiers hors ligne non sync. Aucun changement matériel de mon côté.",software,medium,"Reset OneDrive, espace disque, droits.",fr,synthetic_tritux_v1
TRX-1410,Connexion SSO lente,Login Azure AD prend plus de 2 minutes.,account,medium,Vérifier réseau et MFA latency.,fr,synthetic_tritux_v1
TRX-1285,Désactivation compte collaborateur sorti Problème reproduit sur 2 postes.,Offboarding: désactiver compte demain 18h. Captures d'écran disponibles.,account,high,Checklist offboarding AD/M365.,fr,synthetic_tritux_v1
TRX-1441,Mailing list projet à créer - besoin aide,Créer liste projet-nova@tritux.com. Occurrence #4.,email,low,Créer DL Exchange.,fr,synthetic_tritux_v1
TRX-1138,Word affiche document corrompu,Impossible d'ouvrir mon rapport.docx.,software,medium,Récupération Word / versions OneDrive.,fr,synthetic_tritux_v1
TRX-1364,Distribution list non à jour Depuis la dernière mise à jour Windows.,Liste all-staff contient anciens employés. Aucun changement matériel de mon côté.,email,low,Sync HR + nettoyage DL.,fr,synthetic_tritux_v1
TRX-1236,Ventilateur très bruyant Urgent pour une livraison client.,PC surchauffe et throttle en réunion. Deadline aujourd'hui 17h.,hardware,medium,"Nettoyage poussière, paste thermique.",fr,synthetic_tritux_v1
TRX-1413,Connexion SSO lente - besoin aide,Login Azure AD prend plus de 2 minutes. Occurrence #4.,account,medium,Vérifier réseau et MFA latency.,fr,synthetic_tritux_v1
TRX-1436,Écran bleu BSOD intermittent,BSOD DRIVER_IRQL après dock. Occurrence #3.,hardware,high,MAJ chipset/dock drivers.,fr,synthetic_tritux_v1
TRX-1273,Droits accès SharePoint manquants Problème reproduit sur 2 postes.,Pas d'accès au site projet Alpha. Captures d'écran disponibles.,account,medium,Ajouter au groupe Azure AD du site.,fr,synthetic_tritux_v1
TRX-1087,USB non autorisé bloqué Problème reproduit sur 2 postes.,Clé USB refusée par la politique de sécurité. Captures d'écran disponibles.,security,low,"Utiliser OneDrive Tritux, demander exception SI.",fr,synthetic_tritux_v1
TRX-1361,Distribution list non à jour Merci de traiter rapidement.,Liste all-staff contient anciens employés. Impact sur mon activité quotidienne.,email,low,Sync HR + nettoyage DL.,fr,synthetic_tritux_v1
TRX-1311,Profil Windows corrompu En télétravail uniquement.,Impossible de charger le profil local. Sur site le problème n'apparaît pas.,account,high,"Nouveau profil temporaire, migration data.",fr,synthetic_tritux_v1
TRX-1036,DNS ne résout pas les sites internes,intranet.tritux.local ne répond pas.,network,high,"Pointer DNS vers contrôleurs Tritux, flushdns.",fr,synthetic_tritux_v1
TRX-1331,Boîte partagée inaccessible Merci de traiter rapidement.,support@tritux.com non visible. Impact sur mon activité quotidienne.,email,medium,Droits FullAccess mailbox.,fr,synthetic_tritux_v1
TRX-1349,Quota boîte mail saturé Merci de traiter rapidement.,"Impossible de recevoir, 99 Go utilisés. Impact sur mon activité quotidienne.",email,medium,Archivage online + purge.,fr,synthetic_tritux_v1
TRX-1136,Teams ne rejoint pas les réunions Depuis la dernière mise à jour Windows.,"Bouton Rejoindre grisé, erreur média. Aucun changement matériel de mon côté.",software,medium,"Clear cache Teams, réinstaller client.",fr,synthetic_tritux_v1
TRX-1343,Calendrier Teams non synchronisé Merci de traiter rapidement.,RDV Outlook absents de Teams. Impact sur mon activité quotidienne.,email,medium,Repair sync M365 calendar.,fr,synthetic_tritux_v1
TRX-1107,Lien suspect dans Teams En télétravail uniquement.,Collègue a collé un lien raccourci douteux. Sur site le problème n'apparaît pas.,security,high,"Ne pas ouvrir, signaler au SOC Tritux.",fr,synthetic_tritux_v1
TRX-1181,Erreur licence Office 365 Merci de traiter rapidement.,Produit non licencié après changement de poste. Impact sur mon activité quotidienne.,software,high,Réactiver licence via compte Tritux.,fr,synthetic_tritux_v1
TRX-1189,Zoom / Teams conflit audio Problème reproduit sur 2 postes.,Micro non détecté pendant réunion. Captures d'écran disponibles.,software,medium,Permissions Windows privacy + périphérique défaut.,fr,synthetic_tritux_v1
TRX-1083,Demande de droits admin local En télétravail uniquement.,"Besoin d'installer un outil, UAC bloque l'installation. Sur site le problème n'apparaît pas.",security,medium,"Évaluer besoin, déploiement via Intune si validé.",fr,synthetic_tritux_v1
TRX-1186,Zoom / Teams conflit audio,Micro non détecté pendant réunion.,software,medium,Permissions Windows privacy + périphérique défaut.,fr,synthetic_tritux_v1
TRX-1325,Signature email à mettre à jour Merci de traiter rapidement.,Nouvelle signature corporate manquante. Impact sur mon activité quotidienne.,email,low,Déployer signature centralisée.,fr,synthetic_tritux_v1
TRX-1232,Webcam intégrée noire Depuis la dernière mise à jour Windows.,Caméra allumée mais image noire dans Teams. Aucun changement matériel de mon côté.,hardware,medium,"Réinstaller pilote caméra, privacy settings.",fr,synthetic_tritux_v1
TRX-1400,Suggestion amélioration helpdesk Depuis la dernière mise à jour Windows.,Ajouter FAQ visible avant ticket. Aucun changement matériel de mon côté.,other,low,Remonter product owner.,fr,synthetic_tritux_v1
TRX-1393,Question politique télétravail Problème reproduit sur 2 postes.,Jours autorisés hors site? Captures d'écran disponibles.,other,low,Consulter RH / intranet.,fr,synthetic_tritux_v1
TRX-1051,Proxy bloque certains sites pro Problème reproduit sur 2 postes.,Accès refusé via proxy pour un outil SaaS métier. Captures d'écran disponibles.,network,medium,Demander exception proxy / whitelist.,fr,synthetic_tritux_v1
TRX-1421,Câble réseau coupé open-space - besoin aide,Poste voisin aussi offline. Occurrence #4.,network,medium,Vérifier switch étage.,fr,synthetic_tritux_v1
TRX-1381,Réservation salle réunion outil Problème reproduit sur 2 postes.,Comment réserver la salle Innovate? Captures d'écran disponibles.,other,low,Utiliser Outlook room finder.,fr,synthetic_tritux_v1
TRX-1148,Installation Docker Desktop bloquée Depuis la dernière mise à jour Windows.,"Besoin Docker pour le projet, droits insuffisants. Aucun changement matériel de mon côté.",software,medium,Demande logiciel + validation sécurité.,fr,synthetic_tritux_v1
TRX-1116,Demande d'audit des accès partage Urgent pour une livraison client.,Besoin de revoir qui a accès au dossier RH. Deadline aujourd'hui 17h.,security,medium,Exporter ACL et valider avec Data Owner.,fr,synthetic_tritux_v1
TRX-1338,Mails partent en spam chez clients Urgent pour une livraison client.,Plaintes SPF/DKIM fail. Deadline aujourd'hui 17h.,email,high,Vérifier enregistrements DNS mail.,fr,synthetic_tritux_v1
TRX-1023,Wi-Fi instable au 3ème étage En télétravail uniquement.,Le réseau sans fil coupe souvent dans la salle réunion B. Sur site le problème n'apparaît pas.,network,medium,"Reset borne AP, vérifier couverture et canaux.",fr,synthetic_tritux_v1
TRX-1035,Latence élevée sur Teams En télétravail uniquement.,Appels Teams avec décalage audio important. Sur site le problème n'apparaît pas.,network,medium,"Tester bande passante, QoS, fermer VPN split tunnel.",fr,synthetic_tritux_v1
TRX-1360,Distribution list non à jour,Liste all-staff contient anciens employés.,email,low,Sync HR + nettoyage DL.,fr,synthetic_tritux_v1
TRX-1098,Ransomware suspicion fichiers chiffrés Urgent pour une livraison client.,Extensions .locked apparues sur mon dossier Documents. Deadline aujourd'hui 17h.,security,urgent,"Débrancher réseau immédiatement, alerter SOC.",fr,synthetic_tritux_v1
TRX-1295,Double authentification à configurer Merci de traiter rapidement.,Onboarding: activer MFA obligatoire. Impact sur mon activité quotidienne.,account,medium,Guide enrollment Authenticator.,fr,synthetic_tritux_v1
TRX-1185,Erreur licence Office 365 En télétravail uniquement.,Produit non licencié après changement de poste. Sur site le problème n'apparaît pas.,software,high,Réactiver licence via compte Tritux.,fr,synthetic_tritux_v1
TRX-1316,Mails n'arrivent plus en réception Depuis la dernière mise à jour Windows.,"Boîte vide depuis hier, envoi OK. Aucun changement matériel de mon côté.",email,high,"Règles Outlook, quarantaine, MX.",fr,synthetic_tritux_v1
TRX-1321,Pièces jointes bloquées Problème reproduit sur 2 postes.,PDF > 10 Mo refusés à l'envoi. Captures d'écran disponibles.,email,medium,"Utiliser OneDrive link, quota PJ.",fr,synthetic_tritux_v1
TRX-1150,VS Code extensions manquantes,Environnement de dév incomplet après reset poste.,software,low,Réinstaller pack extensions Tritux.,fr,synthetic_tritux_v1
TRX-1282,Désactivation compte collaborateur sorti,Offboarding: désactiver compte demain 18h.,account,high,Checklist offboarding AD/M365.,fr,synthetic_tritux_v1
TRX-1040,DNS ne résout pas les sites internes Depuis la dernière mise à jour Windows.,intranet.tritux.local ne répond pas. Aucun changement matériel de mon côté.,network,high,"Pointer DNS vers contrôleurs Tritux, flushdns.",fr,synthetic_tritux_v1
TRX-1193,Écran secondaire scintille Merci de traiter rapidement.,Moniteur HDMI scintille via dock USB-C. Impact sur mon activité quotidienne.,hardware,low,"Tester câble, port, MAJ GPU.",fr,synthetic_tritux_v1
TRX-1063,Email de phishing suspect reçu Problème reproduit sur 2 postes.,Mail demandant de saisir mon mot de passe SSO via un lien externe. Captures d'écran disponibles.,security,urgent,"Ne pas cliquer, signaler phishing, reset MDP si cliqué.",fr,synthetic_tritux_v1
TRX-1274,Droits accès SharePoint manquants Depuis la dernière mise à jour Windows.,Pas d'accès au site projet Alpha. Aucun changement matériel de mon côté.,account,medium,Ajouter au groupe Azure AD du site.,fr,synthetic_tritux_v1
TRX-1235,Ventilateur très bruyant Merci de traiter rapidement.,PC surchauffe et throttle en réunion. Impact sur mon activité quotidienne.,hardware,medium,"Nettoyage poussière, paste thermique.",fr,synthetic_tritux_v1
TRX-1373,Demande formation Excel avancé Merci de traiter rapidement.,Souhait formation tableaux croisés. Impact sur mon activité quotidienne.,other,low,Orienter catalogue formation Tritux.,fr,synthetic_tritux_v1
TRX-1022,Wi-Fi instable au 3ème étage Depuis la dernière mise à jour Windows.,Le réseau sans fil coupe souvent dans la salle réunion B. Aucun changement matériel de mon côté.,network,medium,"Reset borne AP, vérifier couverture et canaux.",fr,synthetic_tritux_v1
TRX-1135,Teams ne rejoint pas les réunions Problème reproduit sur 2 postes.,"Bouton Rejoindre grisé, erreur média. Captures d'écran disponibles.",software,medium,"Clear cache Teams, réinstaller client.",fr,synthetic_tritux_v1
TRX-1309,Profil Windows corrompu Problème reproduit sur 2 postes.,Impossible de charger le profil local. Captures d'écran disponibles.,account,high,"Nouveau profil temporaire, migration data.",fr,synthetic_tritux_v1
TRX-1176,Navigateur Chrome très lent Urgent pour une livraison client.,"Onglets se figent, utilisation CPU élevée. Deadline aujourd'hui 17h.",software,medium,"Désactiver extensions, clear cache.",fr,synthetic_tritux_v1
TRX-1183,Erreur licence Office 365 Problème reproduit sur 2 postes.,Produit non licencié après changement de poste. Captures d'écran disponibles.,software,high,Réactiver licence via compte Tritux.,fr,synthetic_tritux_v1
TRX-1049,Proxy bloque certains sites pro Merci de traiter rapidement.,Accès refusé via proxy pour un outil SaaS métier. Impact sur mon activité quotidienne.,network,medium,Demander exception proxy / whitelist.,fr,synthetic_tritux_v1
TRX-1194,Écran secondaire scintille Urgent pour une livraison client.,Moniteur HDMI scintille via dock USB-C. Deadline aujourd'hui 17h.,hardware,low,"Tester câble, port, MAJ GPU.",fr,synthetic_tritux_v1
TRX-1423,Erreur OneNote sync - besoin aide,Bloc-notes ne se synchronise plus. Occurrence #2.,software,low,Repair OneNote / Sign-out.,fr,synthetic_tritux_v1
TRX-1432,Alerte connexion RDP inhabituelle,Tentative RDP hors heures. Occurrence #3.,security,urgent,"Bloquer IP, audit compte.",fr,synthetic_tritux_v1
TRX-1172,PowerPoint police manquante Depuis la dernière mise à jour Windows.,Présentation avec polices non installées. Aucun changement matériel de mon côté.,software,low,Installer polices corporate Tritux.,fr,synthetic_tritux_v1
TRX-1390,Question politique télétravail,Jours autorisés hors site?,other,low,Consulter RH / intranet.,fr,synthetic_tritux_v1
TRX-1110,Certificat SSL invalide sur portail Urgent pour une livraison client.,Navigateur indique certificat non fiable. Deadline aujourd'hui 17h.,security,high,Vérifier horloge système et certificat serveur.,fr,synthetic_tritux_v1
TRX-1079,Demande de droits admin local Merci de traiter rapidement.,"Besoin d'installer un outil, UAC bloque l'installation. Impact sur mon activité quotidienne.",security,medium,"Évaluer besoin, déploiement via Intune si validé.",fr,synthetic_tritux_v1
TRX-1407,Imprimante imprime des pages blanches - besoin aide,Toner semble OK mais sorties blanches. Occurrence #2.,hardware,low,"Tambour/toner, test page.",fr,synthetic_tritux_v1
TRX-1174,Navigateur Chrome très lent,"Onglets se figent, utilisation CPU élevée.",software,medium,"Désactiver extensions, clear cache.",fr,synthetic_tritux_v1
TRX-1426,Demande accès GitLab,Nouveau développeur sans accès dépôt.,account,medium,Ajouter groupe gitlab-devs.,fr,synthetic_tritux_v1
TRX-1357,Règle de redirection suspecte Problème reproduit sur 2 postes.,Mails forward auto vers externe. Captures d'écran disponibles.,email,urgent,"Supprimer règle, reset MDP, audit.",fr,synthetic_tritux_v1
TRX-1081,Demande de droits admin local Problème reproduit sur 2 postes.,"Besoin d'installer un outil, UAC bloque l'installation. Captures d'écran disponibles.",security,medium,"Évaluer besoin, déploiement via Intune si validé.",fr,synthetic_tritux_v1
TRX-1388,Demande inventaire matériel Depuis la dernière mise à jour Windows.,Liste des assets de mon département. Aucun changement matériel de mon côté.,other,low,Extraire depuis CMDB / Intune.,fr,synthetic_tritux_v1
TRX-1003,Impossible de se connecter au VPN Problème reproduit sur 2 postes.,Erreur 'connexion VPN échouée' depuis le télétravail. Client OpenVPN à jour. Captures d'écran disponibles.,network,high,"Vérifier certificat VPN, DNS et firewall.",fr,synthetic_tritux_v1
TRX-1142,Word affiche document corrompu Depuis la dernière mise à jour Windows.,Impossible d'ouvrir mon rapport.docx. Aucun changement matériel de mon côté.,software,medium,Récupération Word / versions OneDrive.,fr,synthetic_tritux_v1
TRX-1301,Alias email non reçu Merci de traiter rapidement.,L'alias prenom.nom2 n'arrive pas. Impact sur mon activité quotidienne.,account,medium,Vérifier proxyAddresses Exchange.,fr,synthetic_tritux_v1
TRX-1229,Webcam intégrée noire Merci de traiter rapidement.,Caméra allumée mais image noire dans Teams. Impact sur mon activité quotidienne.,hardware,medium,"Réinstaller pilote caméra, privacy settings.",fr,synthetic_tritux_v1
TRX-1112,Certificat SSL invalide sur portail Depuis la dernière mise à jour Windows.,Navigateur indique certificat non fiable. Aucun changement matériel de mon côté.,security,high,Vérifier horloge système et certificat serveur.,fr,synthetic_tritux_v1
TRX-1214,Batterie PC portable se décharge vite Depuis la dernière mise à jour Windows.,Autonomie < 1h alors que neuve il y a 2 ans. Aucun changement matériel de mon côté.,hardware,medium,"Diagnostic batterie, remplacement si usée.",fr,synthetic_tritux_v1
TRX-1429,Demande accès GitLab - besoin aide,Nouveau développeur sans accès dépôt. Occurrence #4.,account,medium,Ajouter groupe gitlab-devs.,fr,synthetic_tritux_v1
TRX-1359,Règle de redirection suspecte En télétravail uniquement.,Mails forward auto vers externe. Sur site le problème n'apparaît pas.,email,urgent,"Supprimer règle, reset MDP, audit.",fr,synthetic_tritux_v1
TRX-1332,Boîte partagée inaccessible Urgent pour une livraison client.,support@tritux.com non visible. Deadline aujourd'hui 17h.,email,medium,Droits FullAccess mailbox.,fr,synthetic_tritux_v1
TRX-1366,Erreur NDR 5.7.1,Envoi interne refusé avec NDR.,email,medium,Permissions send-as / connector.,fr,synthetic_tritux_v1
TRX-1101,Ransomware suspicion fichiers chiffrés En télétravail uniquement.,Extensions .locked apparues sur mon dossier Documents. Sur site le problème n'apparaît pas.,security,urgent,"Débrancher réseau immédiatement, alerter SOC.",fr,synthetic_tritux_v1
TRX-1287,Désactivation compte collaborateur sorti En télétravail uniquement.,Offboarding: désactiver compte demain 18h. Sur site le problème n'apparaît pas.,account,high,Checklist offboarding AD/M365.,fr,synthetic_tritux_v1
TRX-1013,Pas d'accès Internet sur le poste Merci de traiter rapidement.,Plus de navigation web ni ping 8.8.8.8 depuis ce matin. Impact sur mon activité quotidienne.,network,high,"Vérifier câble/Wi-Fi, DHCP, proxy Tritux.",fr,synthetic_tritux_v1
